1218-15-54-38-463,memo, 4363.332304239273 
0516-12-46-50-038,memo, 4897.997272014618 
0621-17-12-39-015,memo, 4166.581490755081 
0621-18-23-22-140,memo, 4057.567972421646 
0622-17-33-49-298,memo, 5455.445161819458 
0623-11-15-31-668,memo, 5386.717236995697 
0623-14-38-26-972,memo, 5462.079998970032 
0623-16-30-30-810,memo, 6451.520743608475 
0623-20-08-36-821,memo, 6550.73338842392 
0623-22-02-26-911,memo, 6421.966285943985 
0624-10-40-09-416,memo, 5768.768908500671 
0626-09-42-06-724,memo, 5652.313606977463 
0701-14-40-49-753,memo, 5826.447067499161 
0702-09-51-44-965,memo, 5904.72980594635 
0816-16-07-16-804,memo, 7686.633782863617 
0202-15-50-46-051,memo, 5977.866426229477 
0202-19-39-49-663,memo, 6235.583637237549 
0202-22-56-38-613,memo, 5986.605562210083 
0228-15-07-55-929,memo, 20599.709577798843 
0303-17-31-43-190,memo, 41453.671672821045 
0304-20-36-50-508,memo, 34481.89942121506 
0305-11-34-26-079,memo, 16890.03017425537 
0309-17-41-38-290,memo, 14269.96454334259 
0310-14-27-54-592,memo, 27434.987023353577 
0408-21-01-28-633,memo, 19623.975212097168 
0411-22-50-01-132,memo, 18771.431171417236 
0412-17-23-08-735,memo, 20657.63260626793 
1122-19-42-15-622,memo, 5072.182594776154 
1122-19-42-39-066,memo, 5057.158128261566 
1122-19-46-27-822,memo, 5086.781827688217 
1123-09-08-53-532,memo, 5055.327309370041 
1123-09-10-12-899,memo, 5053.1199679374695 
1123-09-10-43-486,memo, 5046.9899299144745 
1123-15-51-58-929,memo, 4962.66898727417 
1123-15-52-27-499,memo, 4976.809621334076 
1123-15-52-49-517,memo, 4978.325070381165 
1123-17-21-29-875,memo, 4977.552255153656 
1123-17-21-58-900,memo, 4976.067203044891 
1123-17-22-27-291,memo, 4965.942900896072 
1124-09-03-58-884,memo, 3938.3509793281555 
1124-09-04-19-193,memo, 3941.6531052589417 
1124-10-23-23-420,memo, 7222.414669752121 
1124-16-28-33-353,memo, 3199.959904909134 
1124-17-28-26-252,memo, 3177.9001400470734 
